sample,libraryname,otu,Kingdom,Phylum,Class,Order,Family,Genus,numseqs,pctseqs,prefix,num,donor_id,new_id
FC0006,MSK,ASV00080;seqs=1160810;samples=846,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,427,0.019378261856137963,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00082;seqs=1105054;samples=1553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,51,0.002314499659632403,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00084;seqs=1093197;samples=1498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,204,0.009257998638529613,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00097;seqs=881303;samples=1600,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,48,0.002178352620830497,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00099;seqs=829349;samples=1229,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,715,0.032448377581120944,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00100;seqs=823634;samples=1467,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,198,0.0089857045609258,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00103;seqs=802800;samples=1676,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,19,8.622645790787384e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00116;seqs=679668;samples=983,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,181,0.008214204674381666,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00119;seqs=652515;samples=1879,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,13,5.899705014749262e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00125;seqs=635211;samples=1217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,229,0.010392557295212162,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00127;seqs=616443;samples=1101,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,130,0.0058997050147492625,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00144;seqs=532090;samples=861,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,537,0.024370319945541185,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00153;seqs=500272;samples=518,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,1203,0.05459496255956433,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00179;seqs=435023;samples=858,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,50,0.002269117313365101,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00180;seqs=425559;samples=1318,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,45,0.0020422055820285907,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00182;seqs=415493;samples=1055,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,104,0.00471976401179941,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00193;seqs=378691;samples=1089,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,40,0.0018152938506920807,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00195;seqs=375217;samples=1203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,5,2.269117313365101e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00203;seqs=349029;samples=1127,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,51,0.002314499659632403,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00212;seqs=333921;samples=948,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,81,0.0036759700476514637,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00217;seqs=319282;samples=1211,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,84,0.0038121170864533695,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00250;seqs=268136;samples=897,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,33,0.0014976174268209667,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00258;seqs=259146;samples=641,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,12,5.445881552076242e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00261;seqs=258708;samples=594,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,46,0.002087587928295893,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00262;seqs=256408;samples=1606,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,14,6.353528477422282e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00264;seqs=252226;samples=488,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,464,0.021057408668028136,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00265;seqs=251248;samples=874,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,464,0.021057408668028136,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00270;seqs=245950;samples=1035,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,108,0.004901293396868618,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00272;seqs=245409;samples=479,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,38,0.0017245291581574767,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00302;seqs=205577;samples=1070,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,28,0.0012707056954844565,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00325;seqs=183852;samples=687,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,22,9.984116178806445e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00329;seqs=179252;samples=1156,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,23,0.0010437939641479465,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00338;seqs=172792;samples=687,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,112,0.005082822781937826,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00342;seqs=170556;samples=564,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,54,0.002450646698434309,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00357;seqs=165822;samples=424,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,528,0.023961878829135468,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00390;seqs=142008;samples=613,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,50,0.002269117313365101,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00408;seqs=134025;samples=452,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,34,0.0015429997730882687,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00409;seqs=133963;samples=560,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,11,4.992058089403222e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00431;seqs=127044;samples=349,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,41,0.0018606761969593827,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00433;seqs=126803;samples=610,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,23,0.0010437939641479465,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00436;seqs=122732;samples=414,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,54,0.002450646698434309,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00445;seqs=119141;samples=399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,196,0.008894939868391195,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00457;seqs=113009;samples=857,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,79,0.0035852053551168597,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00460;seqs=111824;samples=550,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,37,0.0016791468118901747,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00477;seqs=105420;samples=651,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,15,6.807351940095302e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00480;seqs=104104;samples=752,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,12,5.445881552076242e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00495;seqs=101083;samples=318,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,64,0.0029044701611073294,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00499;seqs=99547;samples=178,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,54,0.002450646698434309,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00500;seqs=99422;samples=930,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,4,1.815293850692081e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00511;seqs=95730;samples=365,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,49,0.0022237349670977988,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00515;seqs=94941;samples=1207,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,14,6.353528477422282e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00529;seqs=92354;samples=604,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,178,0.00807805763557976,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00538;seqs=90418;samples=268,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Methylomusa,16,7.261175402768324e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00550;seqs=87163;samples=284,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,61,0.0027683231223054232,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00557;seqs=84360;samples=444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,117,0.005309734513274336,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00560;seqs=83394;samples=543,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,26,0.0011799410029498525,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00564;seqs=82637;samples=626,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,15,6.807351940095302e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00580;seqs=80050;samples=313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,46,0.002087587928295893,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00597;seqs=76025;samples=413,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,10,4.538234626730202e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00619;seqs=72108;samples=234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,60,0.002722940776038121,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00622;seqs=71586;samples=602,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,28,0.0012707056954844565,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00625;seqs=71292;samples=649,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,58,0.002632176083503517,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00628;seqs=71081;samples=583,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoclostridium,25,0.0011345586566825505,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00633;seqs=69499;samples=429,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,92,0.004175175856591786,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00635;seqs=69266;samples=415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,7,3.176764238711141e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00637;seqs=69116;samples=948,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,4,1.815293850692081e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00638;seqs=69108;samples=578,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,66,0.0029952348536419334,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00663;seqs=66518;samples=500,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,47,0.0021329702745631948,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00691;seqs=62523;samples=506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,70,0.0031767642387111415,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00705;seqs=61246;samples=169,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,157,0.007125028363966417,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00743;seqs=57055;samples=104,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,51,0.002314499659632403,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00820;seqs=49479;samples=511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,31,0.0014068527342863625,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00823;seqs=49143;samples=443,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,61,0.0027683231223054232,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00824;seqs=49101;samples=300,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,106,0.004810528704334014,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00829;seqs=48564;samples=464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,18,8.168822328114364e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00834;seqs=48316;samples=149,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,155,0.007034263671431813,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00845;seqs=46639;samples=322,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,541,0.024551849330610394,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00851;seqs=45827;samples=509,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,13,5.899705014749262e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00855;seqs=45489;samples=66,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,8,3.630587701384162e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00864;seqs=44444;samples=104,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,316,0.014340821420467439,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00870;seqs=43930;samples=280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,30,0.0013614703880190605,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00912;seqs=40693;samples=663,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,23,0.0010437939641479465,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00955;seqs=37505;samples=535,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,38,0.0017245291581574767,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00960;seqs=37352;samples=286,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,83,0.0037667347401860677,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00961;seqs=37347;samples=218,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,13,5.899705014749262e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00966;seqs=36944;samples=418,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,88,0.003993646471522578,MSK,6,FC0006,FC0006
FC0006,MSK,ASV00982;seqs=36070;samples=238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,43,0.0019514408894939867,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01008;seqs=34454;samples=178,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,24,0.0010891763104152485,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01027;seqs=33573;samples=309,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,30,0.0013614703880190605,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01067;seqs=31248;samples=483,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,35,0.0015883821193555707,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01077;seqs=30405;samples=347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,83,0.0037667347401860677,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01102;seqs=29238;samples=255,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,24,0.0010891763104152485,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01221;seqs=24880;samples=343,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,21,9.530292716133424e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01249;seqs=23554;samples=96,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Massiliprevotella,935,0.04243249375992739,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01256;seqs=23233;samples=158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,101,0.004583616972997504,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01264;seqs=23092;samples=503,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,24,0.0010891763104152485,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01279;seqs=22681;samples=121,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalimonas,15,6.807351940095302e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01285;seqs=22355;samples=167,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,48,0.002178352620830497,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01309;seqs=21432;samples=297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,52,0.002359882005899705,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01375;seqs=19664;samples=230,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,10,4.538234626730202e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01419;seqs=18654;samples=439,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,15,6.807351940095302e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01475;seqs=17433;samples=135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,15,6.807351940095302e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01554;seqs=15971;samples=176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,14,6.353528477422282e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01585;seqs=15459;samples=153,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,16,7.261175402768324e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01592;seqs=15325;samples=276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,8,3.630587701384162e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01610;seqs=15055;samples=102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,23,0.0010437939641479465,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01710;seqs=13348;samples=128,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,78,0.0035398230088495575,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01757;seqs=12696;samples=223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,14,6.353528477422282e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01761;seqs=12646;samples=203,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,122,0.0055366462446108464,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01784;seqs=12361;samples=139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,19,8.622645790787384e-4,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01855;seqs=11436;samples=140,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotaenia,86,0.0039028817789879735,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01857;seqs=11433;samples=99,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,31,0.0014068527342863625,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01864;seqs=11340;samples=146,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,148,0.006716587247560699,MSK,6,FC0006,FC0006
FC0006,MSK,ASV01888;seqs=11071;samples=153,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,10,4.538234626730202e-4,MSK,6,FC0006,FC0006
